f316527a-b34e-4329-91ce-1935977959a5,2016-09-09 07:01:25.000+0000,43296c46-1a45-45ca-a1c4-349d8e84e310,Abcjfjd,2016-09-09 07:01:25.000+0000,"{60b5a385-6567-4b0d-8931-4319ec6118e2, 6fbf4472-01d3-4174-800b-7206ef104154, 877183e8-55af-4d5b-ab04-fdb6f951aaf9}",,1,"{678fc414-92cc-4026-8992-e265de7ff6dd, 78351abb-97eb-4526-b11f-34173ac2ff69, bb9fd946-24e2-4ba2-a16c-22c43b916841}"
f316527a-b34e-4329-91ce-1935977959a5,2016-09-09 01:55:37.000+0000,43296c46-1a45-45ca-a1c4-349d8e84e310,Đức anh đây k phải trang lê đâu,2016-09-09 01:55:37.000+0000,"{60b5a385-6567-4b0d-8931-4319ec6118e2, 6fbf4472-01d3-4174-800b-7206ef104154, 877183e8-55af-4d5b-ab04-fdb6f951aaf9}",,1,"{678fc414-92cc-4026-8992-e265de7ff6dd, 78351abb-97eb-4526-b11f-34173ac2ff69, bb9fd946-24e2-4ba2-a16c-22c43b916841}"
f316527a-b34e-4329-91ce-1935977959a5,2016-09-08 07:05:21.000+0000,43296c46-1a45-45ca-a1c4-349d8e84e310,Thế là thế nào ? Sao lại thế? Đã bảo bn lần r mà vẫn cứ thế?,2016-09-08 07:05:21.000+0000,"{60b5a385-6567-4b0d-8931-4319ec6118e2, 6fbf4472-01d3-4174-800b-7206ef104154, 877183e8-55af-4d5b-ab04-fdb6f951aaf9}",,1,"{678fc414-92cc-4026-8992-e265de7ff6dd, 78351abb-97eb-4526-b11f-34173ac2ff69, bb9fd946-24e2-4ba2-a16c-22c43b916841}"
f316527a-b34e-4329-91ce-1935977959a5,2016-08-25 10:16:27.000+0000,590e7db5-8619-485e-8d3f-b12f7f17af06,á đù,2016-08-25 10:16:27.000+0000,"{60b5a385-6567-4b0d-8931-4319ec6118e2, 6fbf4472-01d3-4174-800b-7206ef104154, 877183e8-55af-4d5b-ab04-fdb6f951aaf9}",,1,"{678fc414-92cc-4026-8992-e265de7ff6dd, 78351abb-97eb-4526-b11f-34173ac2ff69, bb9fd946-24e2-4ba2-a16c-22c43b916841}"
f316527a-b34e-4329-91ce-1935977959a5,2016-08-20 10:23:28.000+0000,0006f160-05cd-4ca2-a42b-dc7e44e88b3d,alo,2016-08-20 10:23:28.000+0000,"{60b5a385-6567-4b0d-8931-4319ec6118e2, 6fbf4472-01d3-4174-800b-7206ef104154, 877183e8-55af-4d5b-ab04-fdb6f951aaf9}",,1,"{678fc414-92cc-4026-8992-e265de7ff6dd, 78351abb-97eb-4526-b11f-34173ac2ff69, bb9fd946-24e2-4ba2-a16c-22c43b916841}"
f316527a-b34e-4329-91ce-1935977959a5,2016-08-19 06:52:11.000+0000,0006f160-05cd-4ca2-a42b-dc7e44e88b3d,Mưa gió bão bùng !,2016-08-19 06:52:11.000+0000,"{60b5a385-6567-4b0d-8931-4319ec6118e2, 6fbf4472-01d3-4174-800b-7206ef104154, 877183e8-55af-4d5b-ab04-fdb6f951aaf9}",,1,"{678fc414-92cc-4026-8992-e265de7ff6dd, 78351abb-97eb-4526-b11f-34173ac2ff69, bb9fd946-24e2-4ba2-a16c-22c43b916841}"
f316527a-b34e-4329-91ce-1935977959a5,2016-08-18 02:16:04.000+0000,0006f160-05cd-4ca2-a42b-dc7e44e88b3d,Uwho,2016-08-18 02:16:04.000+0000,"{60b5a385-6567-4b0d-8931-4319ec6118e2, 6fbf4472-01d3-4174-800b-7206ef104154, 877183e8-55af-4d5b-ab04-fdb6f951aaf9}",,1,"{678fc414-92cc-4026-8992-e265de7ff6dd, 78351abb-97eb-4526-b11f-34173ac2ff69, bb9fd946-24e2-4ba2-a16c-22c43b916841}"
f316527a-b34e-4329-91ce-1935977959a5,2016-08-18 02:03:49.000+0000,0006f160-05cd-4ca2-a42b-dc7e44e88b3d,Test 18-8,2016-08-18 02:03:49.000+0000,"{60b5a385-6567-4b0d-8931-4319ec6118e2, 6fbf4472-01d3-4174-800b-7206ef104154, 877183e8-55af-4d5b-ab04-fdb6f951aaf9}",,1,"{678fc414-92cc-4026-8992-e265de7ff6dd, 78351abb-97eb-4526-b11f-34173ac2ff69, bb9fd946-24e2-4ba2-a16c-22c43b916841}"
f316527a-b34e-4329-91ce-1935977959a5,2016-08-17 08:39:19.000+0000,0006f160-05cd-4ca2-a42b-dc7e44e88b3d,send to you,2016-08-17 08:39:19.000+0000,"{60b5a385-6567-4b0d-8931-4319ec6118e2, 6fbf4472-01d3-4174-800b-7206ef104154, 877183e8-55af-4d5b-ab04-fdb6f951aaf9}",,1,"{678fc414-92cc-4026-8992-e265de7ff6dd, 78351abb-97eb-4526-b11f-34173ac2ff69, bb9fd946-24e2-4ba2-a16c-22c43b916841}"
f316527a-b34e-4329-91ce-1935977959a5,2016-08-17 08:01:58.000+0000,0006f160-05cd-4ca2-a42b-dc7e44e88b3d,T,2016-08-17 08:01:58.000+0000,"{60b5a385-6567-4b0d-8931-4319ec6118e2, 6fbf4472-01d3-4174-800b-7206ef104154, 877183e8-55af-4d5b-ab04-fdb6f951aaf9}",,1,"{678fc414-92cc-4026-8992-e265de7ff6dd, 78351abb-97eb-4526-b11f-34173ac2ff69, bb9fd946-24e2-4ba2-a16c-22c43b916841}"
f316527a-b34e-4329-91ce-1935977959a5,2016-08-17 07:48:04.000+0000,0006f160-05cd-4ca2-a42b-dc7e44e88b3d,Cggg,2016-08-17 07:48:04.000+0000,"{60b5a385-6567-4b0d-8931-4319ec6118e2, 6fbf4472-01d3-4174-800b-7206ef104154, 877183e8-55af-4d5b-ab04-fdb6f951aaf9}",,1,"{678fc414-92cc-4026-8992-e265de7ff6dd, 78351abb-97eb-4526-b11f-34173ac2ff69, bb9fd946-24e2-4ba2-a16c-22c43b916841}"
f316527a-b34e-4329-91ce-1935977959a5,2016-08-17 07:47:42.000+0000,0006f160-05cd-4ca2-a42b-dc7e44e88b3d,Test,2016-08-17 07:47:42.000+0000,"{60b5a385-6567-4b0d-8931-4319ec6118e2, 6fbf4472-01d3-4174-800b-7206ef104154, 877183e8-55af-4d5b-ab04-fdb6f951aaf9}",,1,"{678fc414-92cc-4026-8992-e265de7ff6dd, 78351abb-97eb-4526-b11f-34173ac2ff69, bb9fd946-24e2-4ba2-a16c-22c43b916841}"
f316527a-b34e-4329-91ce-1935977959a5,2016-08-17 07:45:27.000+0000,0006f160-05cd-4ca2-a42b-dc7e44e88b3d,Test trang lê 2:45,2016-08-17 07:45:27.000+0000,"{60b5a385-6567-4b0d-8931-4319ec6118e2, 6fbf4472-01d3-4174-800b-7206ef104154, 877183e8-55af-4d5b-ab04-fdb6f951aaf9}",,1,"{678fc414-92cc-4026-8992-e265de7ff6dd, 78351abb-97eb-4526-b11f-34173ac2ff69, bb9fd946-24e2-4ba2-a16c-22c43b916841}"
f316527a-b34e-4329-91ce-1935977959a5,2016-08-01 18:04:41.000+0000,7b9ca616-9900-428f-ba56-bd34fec8b35e,huyen oi,2016-08-01 18:04:41.000+0000,"{60b5a385-6567-4b0d-8931-4319ec6118e2, 6fbf4472-01d3-4174-800b-7206ef104154, 877183e8-55af-4d5b-ab04-fdb6f951aaf9}",,1,"{678fc414-92cc-4026-8992-e265de7ff6dd, 78351abb-97eb-4526-b11f-34173ac2ff69, bb9fd946-24e2-4ba2-a16c-22c43b916841}"
